RX,RY,RZ,CZ
9.195386882782996e-09,2.913468625386136e-11,4.949744318120466e-15,0.017593344828272305
1.4320668330151388e-08,4.361579700769595e-11,2.618429176542796e-10,0.016436765287092654
8.991835673328709e-09,4.238151581203859e-11,2.4002592500762753e-10,0.015295621486655572
1.2548951223799221e-09,2.7582381672789595e-11,2.0354088784794528e-16,0.014169814840779102
1.032319313213539e-09,9.961328908595098e-12,1.9618180224874012e-10,0.013059244446586954
6.508440580938606e-09,4.5146379138960897e-13,1.712456842720222e-10,0.011963807178775003
8.641160958355087e-09,2.9418328137909545e-12,3.079018521626212e-13,0.010883397782718336
4.542590979314434e-09,1.2746110573898458e-11,1.53112726179519e-10,0.009817908966232714
3.0355498746441995e-10,2.1077538713738905e-11,1.1745140969616802e-10,0.008767231489940124
1.2158159751447438e-09,2.1697487250673088e-11,1.787348047341047e-12,0.007731254256391726
4.638441741019035e-09,1.478903196149277e-11,1.2119919881141617e-10,0.006709864397826728
4.95075337772669e-09,5.720276955279492e-12,7.494304250724481e-11,0.005702947362634432
1.889500118692199e-09,4.0366869034212204e-13,5.115833682579894e-12,0.004710387000451109
1.4167564522382442e-12,1.1248788187851678e-12,9.703693403479422e-11,0.0037320656459733283
1.4106278079881496e-09,5.6604636892349035e-12,4.391207767596307e-11,0.002767864201382723
3.253265740313726e-09,9.653667604766154e-12,9.714701265562255e-12,0.0018176622174515642
2.590595288396067e-09,9.995227718279017e-12,7.552377241576876e-11,0.0008813379732994544
5.76029863234339e-10,6.730098810412306e-12,2.1680777543205662e-11,4.124845254721676e-05
1.0987024337394299e-10,2.4650197798837646e-12,1.514088854271574e-11,0.0007893858989498171
1.3850444485594877e-09,1.0750744654521322e-13,5.6742166517946093e-11,0.0013830831908589892
2.063161425605898e-09,7.601335480026911e-13,8.121808781007921e-12,0.0018344119641790044
1.103518146944876e-09,3.2212666972388596e-12,1.9492028361392815e-11,0.0021550610524087004
6.019293481846557e-11,5.2114247356512985e-12,3.898401971463967e-11,0.002356233845514223
3.4843009106990435e-10,5.187360651592126e-12,1.3404832799307308e-12,0.002448579553343731
1.1862586278922142e-09,3.33174314005072e-12,2.2177241524221996e-11,0.002442151068619393
1.1317392945184882e-09,1.121418623955441e-12,2.4011450234984396e-11,0.0023463834757543674
3.2829281960279403e-10,2.681273643302575e-14,7.802092305552717e-14,0.0021700883813156576
1.5478286170747036e-11,4.4880850798929277e-13,2.1584169636350114e-11,0.0019214601772312278
4.88633162339892e-10,1.628346456707492e-12,1.1881930624455026e-11,0.0016080911210702906
8.172835928823778e-10,2.4164567744171076e-12,2.188462374278083e-12,0.0012369927512518603
4.6295586873802615e-10,2.187667564627848e-12,1.8442479025100698e-11,0.0008146216737916865
2.8482892821191315e-11,1.2052404620461455e-12,4.131093615321526e-12,0.00034690817895029137
1.380543003047564e-10,2.6734255463346115e-13,5.261402424823918e-12,0.00016097221563845618
4.779134409372986e-10,1.6108336099315884e-14,1.2927723706193465e-11,0.0005321212805232921
4.4131961115070905e-10,4.76573335632625e-13,4.452919514598875e-13,0.0007791998649039684
1.1200744119699885e-10,1.1357405009739158e-12,7.592731998630591e-12,0.0009131472932372921
1.3828763060070136e-11,1.416682437370136e-12,7.262440648809204e-12,0.0009443243793168957
2.2168696588754808e-10,1.1249435820588254e-12,2.11867560532592e-13,0.0008824811463134176
3.2337783452469225e-10,5.30012070555887e-13,7.659872736043844e-12,0.0007367430543619621
1.508634429397405e-10,7.97888784395517e-14,2.6137240520002986e-12,0.000515611299745787
1.6710900434747998e-12,2.9671560679882376e-14,1.7639593489556874e-12,0.00022697362322360401
8.623490894546863e-11,2.8560572338637685e-13,5.9538947845680415e-12,0.00012202593836381587
2.090325698394581e-10,5.438343470301773e-13,3.297917494648008e-13,0.000347623941709197
1.5008760058358242e-10,5.655854664524483e-13,3.1763203178675065e-12,0.00046127967141857816
1.9380285263788523e-11,3.5130317086127733e-13,3.1573077485709137e-12,0.00047334957257997743
2.2912598595514858e-11,9.6183171696247e-14,1.3423521553570305e-13,0.00039357098384523834
1.1532249313560771e-10,8.89028790702016e-16,3.5150586145370556e-12,0.0002310500637240881
1.1776254129861016e-10,1.0860841779297537e-13,9.72296317531672e-13,5.736810632057226e-06
3.146359184199581e-11,2.9457077444416903e-13,1.0027534358404995e-12,0.00012872720223318503
3.677660878480139e-12,3.9076234767959166e-13,2.4545828332795765e-12,0.0001489173772771402
6.09406237642367e-11,3.253517078053251e-13,2.254677925842874e-14,7.615214147126829e-05
8.64159863207545e-11,1.6288907184781825e-13,1.758260204095964e-12,8.042149447247949e-05
3.664907351389647e-11,2.990285718605623e-14,1.0745015988067603e-12,0.00013044571005296258
1.825476724776855e-14,4.617527770651859e-15,2.467933265155767e-13,8.408316241648231e-05
2.7569049745942512e-11,6.567054224285236e-14,1.5708175501056685e-12,4.922015632730263e-05
5.533310006210878e-11,1.2965639588246353e-13,1.3011813848605247e-13,7.776269371338068e-05
3.1584559892381455e-11,1.3154377502400714e-13,8.271439089207161e-13,1.1635323292759764e-05
1.1883558204853262e-12,7.445055599385966e-14,8.546496843557613e-13,0.00013997670137507384
1.2899145565089627e-11,1.451701640025249e-14,4.7628567756417095e-14,0.00018444391190132516
3.620837048430613e-11,3.5073047612305997e-15,9.262405657268873e-13,0.0001319783278191625
2.6551770890952786e-11,4.522393493085353e-14,1.5805875127244468e-13,7.853070999581874e-06
3.0586282755496818e-12,9.837586224736812e-14,4.000966224991408e-13,4.1291737761159776e-05
4.834938856135268e-12,1.171201276500113e-13,5.823859912838851e-13,2.132185317611655e-05
2.1063457385043526e-11,8.906849255569557e-14,8.07687250414795e-15,1.5129923416283394e-05
1.867493282177907e-11,3.9728330957292985e-14,5.372646771914585e-13,4.504838716085566e-05
3.1785231107893605e-12,5.524209924580976e-15,1.2283692581622088e-13,6.065033028018007e-06
2.193190924174891e-12,2.7208967723241253e-15,2.1464311809415373e-13,0.00012246900260620773
1.3551512614332045e-11,1.9087434516054476e-14,3.650320786380881e-13,0.0001447200008634171
1.4089832003374221e-11,3.0661509543138324e-14,2.451742512713882e-15,7.092720360749941e-05
3.452840716002454e-12,2.4888349817272004e-14,3.174682738914691e-13,8.940480975545029e-05
6.59242030632351e-13,9.104679158355579e-15,7.318220103986989e-14,0.00013993431396228608
7.593038160673085e-12,3.5242099198139824e-16,1.3299546649153863e-13,9.118973472479698e-05
8.983018883795185e-12,7.874181995193051e-15,2.1555905208946913e-13,4.7027297161334306e-05
2.4514288000806234e-12,2.541570579317358e-14,2.9143354396410272e-15,7.720975344941329e-05
3.700196806825874e-13,3.822952987357029e-14,1.9229987972358101e-13,9.829205695241573e-06
5.173482863217894e-12,3.6508684184847614e-14,3.3454720475370334e-14,0.00014559621593826782
6.6242482968764776e-12,2.280668168425256e-14,9.397112717597267e-14,0.00019077436321406218
2.1617068495696862e-12,7.883433853746984e-15,1.1883087106903269e-13,0.00013626983083566544
9.015096000473075e-14,6.669841851994381e-16,6.096974776899783e-15,8.015878369053048e-06
2.8892267461389692e-12,1.740199768671075e-15,1.1678621033201514e-13,4.282754602279271e-05
3.964940338444717e-12,5.08937255568147e-15,9.917992353317971e-15,2.1137104561919034e-05
1.2471976407936428e-12,5.348424594552517e-15,7.152611836147091e-14,1.66673246393647e-05
1.0783126159378767e-13,2.360074289823803e-15,5.84809978221269e-14,4.483365294042742e-05
2.1992138840832074e-12,3.154135583309724e-16,1.0861681924249339e-14,4.5183333280158905e-06
2.989082054918335e-12,2.785659794359328e-15,6.78438786631313e-14,0.0001276974330012004
1.0263835327897415e-12,8.891886435123928e-15,6.661338147750935e-16,0.0001507598397574709
2.956979027835138e-14,1.4211705097954243e-14,5.447494307493823e-14,7.523327939343577e-05
1.2322651411116343e-12,1.5035120508302385e-14,2.3222164931742352e-14,8.906859853185221e-05
1.674800038748922e-12,1.10753250516262e-14,1.52470628715186e-14,0.00014073529694177405
4.759627129688244e-13,5.4872024903612045e-15,3.478698810492044e-14,9.061733236374262e-05
8.073256793991244e-14,1.5089033141723071e-15,9.806970050855538e-16,5.118734459268715e-05
1.068275948249632e-12,3.431691342958717e-16,3.8321198066643607e-14,8.222856476975421e-05
1.3223782429956647e-12,6.392286050658628e-16,5.680641142665353e-15,1.3284045534546359e-05
3.9123419230930874e-13,7.687546241750118e-16,1.6653345369377086e-14,0.0001458369822698373
3.149417685505283e-14,3.801765670724192e-16,1.3729758071197591e-14,0.00019203001637072947
5.846442952302791e-13,5.282063065758292e-16,5.486352113355953e-15,0.000136159485349345
6.66680524897899e-13,2.0362592517411693e-15,2.2953861034124613e-14,1.1589196319050496e-05
1.2467889607714308e-13,4.5805203527982676e-15,1.1102230246251562e-16,4.726623457823458e-05
9.414776281797586e-14,6.68069224285397e-15,1.4118336129816387e-14,1.8139069013214384e-05
5.698783288137653e-13,7.08777401884383e-15,2.8403205713326845e-15,2.0565909141554923e-05
5.600713587637337e-13,5.6167285100616956e-15,9.094576943387664e-15,4.2304085648309246e-05
1.114394864231347e-13,3.3870306001065566e-15,1.0315822270475311e-14,1.0619059039417133e-06
4.241136993408806e-14,1.5459107484166619e-15,9.159339953157534e-16,0.00013412141926970946
2.872062950464368e-13,6.299767509176294e-16,8.68749516769178e-15,0.00015770224457516816
2.312418027399654e-13,3.986802861450899e-16,-1.850371707708594e-17,8.052027371263399e-05
1.230582223776282e-14,3.339172761986627e-16,9.159339953157463e-15,8.73458430663017e-05
1.0586061572545257e-13,4.634432966297521e-16,2.6367796834847397e-15,0.00014012675358955767
3.083190360956802e-13,1.0000510934845358e-15,2.8773280054868555e-15,8.89503307923427e-05
2.1295087829210378e-13,1.9899999589543803e-15,3.1271281860275145e-15,5.583356133606424e-05
1.7412848121150633e-14,3.211245287599439e-15,1.341519488088729e-15,8.751282890184217e-05
4.578829830166111e-14,3.979149547177406e-15,5.9952043329758114e-15,1.712377122514799e-05
1.3003572217189162e-13,3.98840140574365e-15,1.8503717077085938e-17,0.00014527358165633572
5.73901289121812e-14,3.3037638731391094e-15,3.0346096006420853e-15,0.00019242144914615437
2.859674649986859e-15,2.27680757410215e-15,2.498001805406601e-16,0.0001354412513348137
9.926404058876055e-14,1.4163847286369725e-15,2.969846590872285e-15,1.5238327047254084e-05
1.544143693272981e-13,8.982806493572353e-16,2.1741867565575934e-15,5.160581479079149e-05
6.481011939876833e-14,7.132434780000723e-16,3.423187659260898e-16,1.5101687068949926e-05
3.6167285023879125e-16,7.3174719513094e-16,1.4525417905512444e-15,2.4335040633376682e-05
3.599058010631176e-14,9.630436592098993e-16,2.4054832200211714e-16,3.9767153467608685e-05
4.549223882833849e-14,1.360873577320299e-15,2.7015426932545407e-15,2.2384673481726634e-06
4.839572391909426e-15,1.9899999589368533e-15,1.6653345369377343e-16,5.9732685487075966e-05
1.9846086915669276e-14,2.5358596134699796e-15,8.974302782386673e-16,1.5578587941401357e-05
7.454307457901765e-14,2.7764079358064853e-15,8.326672684688672e-17,0.00012426173560124763
6.492114170120332e-14,2.6561337746612585e-15,1.15648231731787e-15,0.00015000584075906917
1.2546370532358738e-14,2.2675557155027238e-15,1.1194748831636982e-15,7.276463328910282e-05
3.368526882766752e-15,1.7216960609778186e-15,9.251858538542966e-18,9.714417153741623e-05
1.8828382510742886e-14,1.3608735772381965e-15,4.2558549277297644e-16,0.00014974595105890344
8.188745185518574e-15,1.1110733961759474e-15,1.0177044392397267e-16,9.640689728652337e-05
2.267555704278904e-15,1.0093029520671827e-15,1.1934897514720417e-15,5.228043118988446e-05
2.920896775291211e-14,1.1203252546984067e-15,7.401486830834375e-17,8.5512225342121e-05
4.3447578039034e-14,1.2776068502923138e-15,2.6830389761774615e-16,1.4592023766801124e-05
2.041045028627249e-14,1.573666324083119e-15,0.0,0.0001501921126721024
9.167843601578596e-16,1.8974813734379998e-15,6.013708050052927e-16,0.00019755715632024712
4.349223888892572e-15,2.1472815542931772e-15,4.810966440042342e-16,0.00013886441793064714
4.895083543203577e-15,2.1472815543435886e-15,-9.25185853854297e-18,1.522733738899823e-05
3.524209915694528e-16,2.0085036760604266e-15,1.0177044392397267e-16,5.278595600621661e-05
1.0890287854962001e-14,1.7587034951394735e-15,9.251858538542969e-17,1.4701597053408067e-05
2.477732751464073e-14,1.5181551727041267e-15,5.36607795235492e-16,2.5873785180786997e-05
1.8800626901281322e-14,1.3238661430344452e-15,-2.0543252740130515e-33,3.902907764716619e-05
4.136431126905496e-15,1.222095698916423e-15,9.251858538542969e-18,4.0694027296229635e-06
4.541914377545869e-16,1.2220956989256687e-15,-3.700743415417188e-17,5.8717110622892994e-05
1.6476811923299764e-15,1.351621718653254e-15,3.423187659260898e-16,1.3509686302072304e-05
3.1541355833195567e-16,1.4533921628704853e-15,1.5728159515523047e-16,0.00012904632823490566
4.626779628979421e-15,1.666184909558736e-15,-1.850371707708594e-17,0.00015545334315279354
1.3767615858796122e-14,1.8142146463956084e-15,0.0,7.704704270958878e-05
1.4183949492813106e-14,1.8234665050147157e-15,1.2952601953960156e-16,9.563636951118176e-05
5.848024954993154e-15,1.804962787866386e-15,2.1279274638648822e-16,0.00014899583386403494
6.48480463208686e-16,1.7031923437523172e-15,-4.625929269271485e-17,9.462232215295086e-05
4.0793214479698533e-16,1.5274070312754195e-15,-1.850371707708594e-17,5.668692216527497e-05
3.431691332343242e-16,1.4071328700494499e-15,9.251858538542969e-18,9.057435050149666e-05
2.6746374795073233e-15,1.3701254357514745e-15,2.2204460492503123e-16,1.855525850023522e-05
8.197997021975303e-15,1.3423698601051062e-15,9.251858538542969e-18,0.00014887227200200448
1.0113131738206159e-14,1.379377294337461e-15,1.850371707708594e-17,0.0001969498358106817
5.838773096443039e-15,1.4441403042586859e-15,-2.7755575615628914e-17,0.0001372495017624645
1.5644144564930436e-15,1.555162606892045e-15,1.480297366166875e-16,1.9370431449937544e-05
3.986802838198277e-16,1.6384293338747564e-15,8.326672684688674e-17,5.757032813017686e-05
4.911988687014012e-16,1.656933051013705e-15,-1.850371707708594e-17,1.0960500346068874e-05
2.073266675310261e-15,1.6199256168340565e-15,-2.7755575615628914e-17,3.0277989814906336e-05
5.477950613728321e-15,1.5644144655037594e-15,8.326672684688674e-17,3.5623465383869815e-05
7.2728111687944e-15,1.4996514555956828e-15,9.251858538542966e-18,8.153943121758558e-06
5.163387423711357e-15,1.4256365871525863e-15,-4.625929269271485e-17,5.55925415792427e-05
2.1472815434951506e-15,1.3701254358277733e-15,-1.850371707708594e-17,9.693412254864798e-06
8.33517633537249e-16,1.3886291528743224e-15,-9.25185853854297e-18,0.00013503091448111877
7.872583408615629e-16,1.3793772943691712e-15,4.6259292692714846e-17,0.0001618292457655246
1.9622443730122836e-15,1.4163847286023393e-15,1.850371707708594e-17,8.223098803616916e-05
4.210445995171159e-15,1.4996514555435537e-15,-1.850371707708594e-17,9.303628324801175e-05
5.487202472274966e-15,1.4996514556212092e-15,-1.850371707708594e-17,0.0001472006095583635
4.3954831657254385e-15,1.5644144654280628e-15,5.551115123125781e-17,9.205130894028335e-05
2.387829865166588e-15,1.5274070312609589e-15,-5.551115123125783e-17,6.143713202405108e-05
1.2591031253300532e-15,1.4996514555890613e-15,-7.401486830834377e-17,9.57924302312435e-05
1.166584540100282e-15,1.4903995969700829e-15,-3.700743415417188e-17,2.2711708841302576e-05
2.0177555241545532e-15,1.4256365871203848e-15,1.8503717077085938e-17,0.00014712270303553657
3.4795491713345472e-15,1.3516217187548934e-15,1.8503717077085938e-17,0.00019590589663513494
4.404735024272989e-15,1.3886291528878401e-15,2.7755575615628914e-17,0.0001353943429777023
3.738601210144804e-15,1.3331180016722443e-15,9.251858538542969e-18,2.337965843492128e-05
2.443341016354011e-15,1.4071328700227288e-15,1.8503717077085938e-17,6.208301304031759e-05
1.5274070223658542e-15,1.4441403042279964e-15,2.7755575615628907e-17,7.4201591310964675e-06
1.4718958712645198e-15,1.4348884457309039e-15,0.0,3.435222151246607e-05
2.1010222508479962e-15,1.434888445748858e-15,0.0,3.247316457972572e-05
3.137230405831357e-15,1.4348884457380382e-15,-9.25185853854297e-18,1.1861238139470695e-05
3.673838200441259e-15,1.4441403042411093e-15,2.7755575615628914e-17,5.276775891769607e-05
3.239000849607421e-15,1.4348884456538129e-15,9.25185853854297e-18,6.292813041127942e-06
2.3508224310435314e-15,1.3886291529134822e-15,-4.625929269271485e-17,0.0001403126040159025
1.7494516269497985e-15,1.3516217187255326e-15,-4.625929269271485e-17,0.00016742851912189064
1.7216960513850964e-15,1.3423698601742544e-15,9.251858538542969e-18,8.675400181034325e-05
2.1935408360953523e-15,1.3423698601825288e-15,-1.850371707708594e-17,9.08158980359166e-05
2.9244376597194955e-15,1.4071328699750376e-15,3.7007434154171876e-17,0.00014571089888110482
3.2019934154919833e-15,1.3886291529246395e-15,3.700743415417188e-17,8.989462626521126e-05
2.9059339426519756e-15,1.3978810114831559e-15,1.8503717077085938e-17,6.55029397868039e-05
2.286059421383481e-15,1.3978810114888584e-15,-2.0543252740130515e-33,0.0001002571017693545
1.8789776462875433e-15,1.407132870016493e-15,-2.7755575615628914e-17,2.6224735326993616e-05
1.8882295047961335e-15,1.3886291529150132e-15,2.7755575615628914e-17,0.00014575046944430764
2.267555704308088e-15,1.3701254358071414e-15,1.850371707708594e-17,0.00019516845901346118
2.7301486306125945e-15,1.342369860162782e-15,-9.25185853854297e-18,0.00013394800044477564
2.9151858011853877e-15,1.3516217186816524e-15,-2.7755575615628914e-17,2.6725533049057086e-05
2.6283781868330724e-15,1.3608735772130523e-15,0.0,6.586762044263519e-05
2.2120445531814136e-15,1.351621718679066e-15,4.625929269271485e-17,4.503579934512181e-06
1.962244373011221e-15,1.3146142845366889e-15,-2.7755575615628914e-17,3.773668694497463e-05
1.999251807073511e-15,1.3423698601650159e-15,-4.625929269271485e-17,2.991299136936947e-05
2.2953112798750164e-15,1.3793772943267806e-15,9.251858538542969e-18,1.4911573957038269e-05
2.6006226112429016e-15,1.397881011402563e-15,-9.251858538542972e-18,5.050435733299768e-05
2.6468819038713875e-15,1.3793772943147079e-15,-1.850371707708594e-17,3.5211806724844288e-06
2.452592874862047e-15,1.370125435758461e-15,-3.700743415417188e-17,0.00014475211248940576
2.128777826422397e-15,1.3146142845070938e-15,9.251858538542969e-18,0.00017214800629937165
2.027007382702801e-15,1.323866143028002e-15,9.251858538542969e-18,9.051549202707029e-05
2.0732666752668745e-15,1.2868587088622955e-15,5.5511151231257815e-17,8.910286763443171e-05
2.323066855484784e-15,1.3053624259352665e-15,-3.700743415417188e-17,0.00014464872398492715
2.4710965918592186e-15,1.3053624259373714e-15,-2.7755575615628914e-17,8.823964923050378e-05
2.4988521674998406e-15,1.3331180015582348e-15,-9.25185853854297e-18,6.885666118690626e-05
2.3138149969844805e-15,1.3423698601013396e-15,2.7755575615628907e-17,0.00010396572684163168
2.0917703923342927e-15,1.3053624259478485e-15,1.850371707708594e-17,2.9086224462290594e-05
2.008503665575413e-15,1.3331180015586452e-15,9.251858538542969e-18,0.00014479599638299935
2.1380296849741997e-15,1.2776068503173755e-15,-1.850371707708594e-17,0.0001947791725339026
2.286059421360815e-15,1.2961105673812734e-15,-1.850371707708594e-17,0.00013292588447109637
2.4433410163924486e-15,1.2961105673677685e-15,9.25185853854297e-18,2.9442718110836278e-05
2.304563138391379e-15,1.3053624258951869e-15,-9.25185853854297e-18,6.897715610376616e-05
2.175037119058078e-15,1.2776068502724834e-15,-4.625929269271485e-17,2.1673196604491953e-06
2.0547629582267284e-15,1.296110567346728e-15,-9.25185853854297e-18,4.049193561450564e-05
2.064014816776919e-15,1.2683549917312747e-15,2.7755575615628907e-17,2.7892367567410075e-05
2.156533402030072e-15,1.2591031331938366e-15,0.0,1.7371637158598533e-05
2.3045631384965766e-15,1.2776068502707708e-15,2.7755575615628914e-17,4.874591931272055e-05
2.2860594213795608e-15,1.3146142844219816e-15,-9.251858538542972e-18,1.306769966764942e-06
2.2212964117089653e-15,1.2868587088001181e-15,9.25185853854297e-18,0.0001484590890194989
2.0825185337851416e-15,1.2961105673298289e-15,-4.625929269271485e-17,0.00017610707745339447
2.0177555241049776e-15,1.2868587087813383e-15,-1.850371707708594e-17,9.361959641942917e-05
2.0455110996884755e-15,1.2498512746178237e-15,1.8503717077085938e-17,8.782994435469019e-05
2.1102741093496042e-15,1.259103133148989e-15,9.251858538542969e-18,0.00014395655825586297
2.212044553190311e-15,1.259103133144161e-15,-5.551115123125783e-17,8.701461736253867e-05
2.184288977588766e-15,1.2868587087571938e-15,-2.0543252740130515e-33,7.160526059863481e-05
2.1195259679175384e-15,1.268354991678718e-15,-3.700743415417188e-17,0.0001070342590195942
2.0177555240971853e-15,1.2405994160615804e-15,1.850371707708594e-17,3.1397829301721815e-05
2.045511099745485e-15,1.2405994160588038e-15,2.7755575615628914e-17,0.00014419209611900307
2.064014816772594e-15,1.25910313313124e-15,-3.700743415417188e-17,0.00019468002614797156
2.110274109388736e-15,1.25910313312481e-15,1.8503717077085938e-17,0.00013225679380470253
